,Identifier 1,d18O counts,d18O vsmow,d18O stdev. vsmow,d2H counts,d2H vsmow,d2H stdev. vsmow,RUN_ID,NickName
22,GE-25,4,-10.861481050053683,0.012078892069667902,4,-75.42176159184312,0.08979084190448815,20191104, 2019 11 04 TR Guffert Fall19 Run2 
23,GE-26,4,-11.011988093490523,0.08441251736056887,4,-77.69784859509741,0.5809612622084421,20191104, 2019 11 04 TR Guffert Fall19 Run2 
24,GE-27,3,-11.96628030186333,0.051659440463681594,3,-85.07108733047305,0.26601039749159033,20191104, 2019 11 04 TR Guffert Fall19 Run2 
25,GE-28,3,-11.73522194183532,0.042067599336939106,3,-82.34606319978623,0.4608496794346512,20191104, 2019 11 04 TR Guffert Fall19 Run2 
26,GE-29,4,-11.288256704594865,0.04399301758332713,4,-78.74021657170942,0.08169810020815982,20191104, 2019 11 04 TR Guffert Fall19 Run2 
27,GE-30,4,-10.531455272262292,0.08864763430746513,4,-73.50839302171377,0.5660938226341576,20191104, 2019 11 04 TR Guffert Fall19 Run2 
28,GE-31,3,-10.641010047740112,0.07892083318658309,4,-74.76810319615156,0.5199660701216509,20191104, 2019 11 04 TR Guffert Fall19 Run2 
37,GE-32,4,-10.14178747181006,0.06440611589663765,4,-71.1936206184375,0.20025282222803825,20191105, 2019 11 05 YDTR rerun3 
29,GE-33,4,-10.916477884309684,0.012261470844639607,4,-77.28945582326601,0.42639777534012613,20191104, 2019 11 04 TR Guffert Fall19 Run2 
30,GE-34,4,-11.485308329628058,0.06734709359841048,4,-80.21816630596896,0.53653910446249,20191104, 2019 11 04 TR Guffert Fall19 Run2 
31,GE-35,3,-12.992043800700953,0.09233060428212314,3,-90.51012181150129,0.49803567270288124,20191104, 2019 11 04 TR Guffert Fall19 Run2 
38,GE-36,4,-11.32110658677832,0.05574591963258728,4,-78.55141003687656,0.6181374262483655,20191105, 2019 11 05 YDTR rerun3 
39,GE-37,4,-11.223761232748073,0.04201763132040996,4,-78.69085545679506,0.6251878047561444,20191105, 2019 11 05 YDTR rerun3 
40,GE-38,3,-12.088511299376334,0.07755012846585907,3,-83.24266491766548,0.3827264269194783,20191105, 2019 11 05 YDTR rerun3 
32,GE-39,4,-11.165857769630717,0.06195359662261349,4,-79.15585688372536,0.2715250890108363,20191105, 2019 11 05 YDTR rerun3 
33,GE-40,4,-11.817518116940981,0.07221566370318147,4,-83.42858230527867,0.22562467161449123,20191105, 2019 11 05 YDTR rerun3 
34,GE-41,4,-10.103389084454003,0.09738859489681692,4,-70.26375276837972,0.5730809481301795,20191105, 2019 11 05 YDTR rerun3 
46,GE-42,3,-11.96155439737907,0.04460765757344285,4,-83.91448766005988,0.5689470600907172,20191205,2019 12 05 TR Guffert Run04
47,GE-43,4,-12.050869833682759,0.0741045362182728,4,-84.92979352010542,0.36010211436230233,20191205,2019 12 05 TR Guffert Run04
48,GE-44,4,-10.803680681659738,0.04860361862618761,4,-76.15762110555644,0.3432318804237892,20191205,2019 12 05 TR Guffert Run04
49,GE-45,4,-11.045889728575395,0.05359254013533312,4,-78.23880324799646,0.41716959555060074,20191205,2019 12 05 TR Guffert Run04
50,GE-46,4,-11.359434839553458,0.053829553549249246,4,-80.17841249903569,0.33153141836518735,20191205,2019 12 05 TR Guffert Run04
84,GE-47-WH,4,-11.314443332158243,0.029462267754193742,4,-79.32944901083692,0.07432451722916286,20191207,2019 12 07 TR Guffert Run06 Rerun Eisgruben Run01
51,GE-48,4,-11.498252476364387,0.0368689481563782,4,-81.63311547630371,0.09028374710593204,20191205,2019 12 05 TR Guffert Run04
52,GE-49,4,-10.812706483253493,0.009290706209427601,4,-76.56403615809768,0.07016047575340566,20191205,2019 12 05 TR Guffert Run04
53,GE-50,3,-11.238125152226067,0.06303945256972965,3,-79.57224498983771,0.3982891578524475,20191205,2019 12 05 TR Guffert Run04
54,GE-51,4,-11.010412362443093,0.019906436350989723,4,-78.55187748316129,0.23845778924126543,20191205,2019 12 05 TR Guffert Run04
55,GE-52,3,-10.670374199133983,0.0824116392890678,4,-74.12396790822228,0.3320867058851291,20191205,2019 12 05 TR Guffert Run04
56,GE-53,4,-10.36236495819403,0.02623314493645179,4,-72.1493946669705,0.13145747765779692,20191205,2019 12 05 TR Guffert Run04
57,GE-54,4,-10.48725926841135,0.011493605372099647,4,-71.37484519423597,0.08985738010473088,20191205,2019 12 05 TR Guffert Run04
58,GE-55,4,-12.344712745222285,0.01863659183008163,4,-86.78735111171932,0.2871098017625251,20191206,2019 12 06 TR Guffert Run05
59,GE-56,4,-12.394023766197119,0.022792307032218306,4,-88.07499036076905,0.25782365457665435,20191206,2019 12 06 TR Guffert Run05
60,GE-57,4,-12.733031794568925,0.0577495214793138,4,-90.65343627797728,0.3973087270504563,20191206,2019 12 06 TR Guffert Run05
61,GE-58,4,-13.19474302471775,0.04187528754801913,4,-91.91258229194453,0.3847337625145727,20191206,2019 12 06 TR Guffert Run05
62,GE-59,4,-12.91140367321055,0.05017372208077722,4,-89.8171898704241,0.11882026846684762,20191206,2019 12 06 TR Guffert Run05
63,GE-60,4,-13.416430938500602,0.07542882903993571,4,-92.69261693112267,0.375249684367623,20191206,2019 12 06 TR Guffert Run05
64,GE-61,4,-12.621199082906491,0.0621125434835582,4,-87.48555820728575,0.2749152942872891,20191206,2019 12 06 TR Guffert Run05
65,GE-62,4,-11.558838544193826,0.03730475632967642,4,-80.53989860478605,0.10077087560543196,20191206,2019 12 06 TR Guffert Run05
66,GE-63,3,-11.434614235358971,0.05804573067004484,4,-81.28390130001321,0.7651454312140269,20191206,2019 12 06 TR Guffert Run05
67,GE-64,4,-11.427729355086747,0.03497618308583185,4,-81.11015858652516,0.08968915823313038,20191206,2019 12 06 TR Guffert Run05
68,GE-65,4,-10.517583187777094,0.026777234688370916,4,-74.00838767713071,0.11322572262834378,20191206,2019 12 06 TR Guffert Run05
69,GE-66,4,-10.602005989527573,0.06946878099916372,4,-74.77003729858036,0.11451542944065006,20191206,2019 12 06 TR Guffert Run05
85,GE-67-WH,4,-11.943370153055302,0.032558849788402386,4,-85.06777919172579,0.32944523802684333,20191207,2019 12 07 TR Guffert Run06 Rerun Eisgruben Run01
70,GE-68,4,-11.487723691837664,0.05483305399888412,4,-81.31537731954404,0.15362498859485268,20191206,2019 12 06 TR Guffert Run05
71,GE-69,3,-11.823813176697428,0.02920694550591465,4,-83.80401241492771,0.7408721824619394,20191206,2019 12 06 TR Guffert Run05
72,GE-70,4,-10.92828222991239,0.04281073321120042,4,-76.78163038556454,0.42362154547325465,20191206,2019 12 06 TR Guffert Run05
73,GE-71,4,-11.099354235268715,0.06731512063833055,4,-78.29564141523673,0.30112161371178864,20191206,2019 12 06 TR Guffert Run05
74,GE-72,4,-10.573367476224748,0.023272209718809393,4,-73.52258079607013,0.15955834948736927,20191206,2019 12 06 TR Guffert Run05
75,GE-73,4,-10.808075216756437,0.040225198217118924,4,-75.82846241554255,0.45941831217699924,20191206,2019 12 06 TR Guffert Run05
76,GE-74,4,-10.032731604190701,0.05048744745471276,4,-69.11983340547056,0.27904894297713595,20191207,2019 12 07 TR Guffert Run06 Rerun Eisgruben Run01
77,GE-75,4,-10.658302244261751,0.029924104857021308,4,-74.59041203966001,0.3063682837191471,20191207,2019 12 07 TR Guffert Run06 Rerun Eisgruben Run01
78,GE-76,4,-14.171089525759774,0.05630836716318819,4,-101.53099900066837,0.13039877736511574,20191207,2019 12 07 TR Guffert Run06 Rerun Eisgruben Run01
79,GE-77,4,-11.963792822044079,0.04301901854834904,4,-83.58056266967958,0.08174741754328949,20191207,2019 12 07 TR Guffert Run06 Rerun Eisgruben Run01
80,GE-78,4,-10.679335103071372,0.029237181206051774,4,-74.16986965033459,0.06215410591429104,20191207,2019 12 07 TR Guffert Run06 Rerun Eisgruben Run01
81,GE-79,4,-9.707705601027037,0.01799841907996374,4,-64.94524524958429,0.1382930724129121,20191207,2019 12 07 TR Guffert Run06 Rerun Eisgruben Run01
82,GE-80,4,-10.03112257163989,0.05077737457885666,4,-70.39731278782548,0.06536217821616654,20191207,2019 12 07 TR Guffert Run06 Rerun Eisgruben Run01
83,GE-81,4,-10.300209405520983,0.059031542414552385,4,-71.34420486904156,0.15310212999957795,20191207,2019 12 07 TR Guffert Run06 Rerun Eisgruben Run01
44,GE-W2,4,-10.850679561156678,0.06936084589294034,4,-73.48772918861181,0.3925063764878552,20191205,2019 12 05 TR Guffert Run04
45,GE-W3,3,-10.89574730132481,0.07762155040514358,4,-74.04799752411036,0.7832286742436468,20191205,2019 12 05 TR Guffert Run04
41,GE-X1,3,-9.143150806986434,0.07535977001857963,3,-63.284652916835846,0.23642392539125354,20191205,2019 12 05 TR Guffert Run04
42,GE-X2,4,-9.121485328482645,0.02102588736131731,4,-63.223470293247594,0.4425056317888138,20191205,2019 12 05 TR Guffert Run04
43,GE-X3,4,-9.535812334117537,0.01701878760274955,4,-66.03228855965268,0.07089002562708371,20191205,2019 12 05 TR Guffert Run04
